2017-01-24 11:17:47,213 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/filetext],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigNewController.updateFileWithText(com.baidu.disconf.web.service.config.form.ConfNewForm,java.lang.String,java.lang.String)
2017-01-24 11:17:47,214 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/item],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigNewController.newItem(com.baidu.disconf.web.service.config.form.ConfNewItemForm)
2017-01-24 11:17:47,214 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/file],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigNewController.updateFile(com.baidu.disconf.web.service.config.form.ConfNewForm,org.springframework.web.multipart.MultipartFile)
2017-01-24 11:17:47,217 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/list],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigReadController.getConfigList(com.baidu.disconf.web.service.config.form.ConfListForm)
2017-01-24 11:17:47,217 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/{configId}],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigReadController.getConfig(long)
2017-01-24 11:17:47,218 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/simple/list],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigReadController.getSimpleConfigList(com.baidu.disconf.web.service.config.form.ConfListForm)
2017-01-24 11:17:47,218 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/versionlist],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigReadController.getVersionList(com.baidu.disconf.web.service.config.form.VersionListForm)
2017-01-24 11:17:47,218 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/download/{configId}],methods=[GET]}" onto public org.springframework.http.HttpEntity<[B> com.baidu.disconf.web.web.config.controller.ConfigReadController.downloadDspBill(long)
2017-01-24 11:17:47,218 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/zk/{configId}],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigReadController.getZkInfo(long)
2017-01-24 11:17:47,219 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/downloadfilebatch],methods=[GET]}" onto public org.springframework.http.HttpEntity<[B> com.baidu.disconf.web.web.config.controller.ConfigReadController.download2(com.baidu.disconf.web.service.config.form.ConfListForm)
